"SRC","EPSG","Hemisferio"
"NAD83(2011) / WISCRS Chippewa (m)",7536,"unknown"
"NAD83(2011) / WISCRS Clark (m)",7537,"unknown"
"NAD83(2011) / WISCRS Columbia (m)",7538,"unknown"
"NAD83(2011) / WISCRS Crawford (m)",7539,"unknown"
"NAD83(2011) / WISCRS Dane (m)",7540,"unknown"
"NAD83(2011) / WISCRS Dodge and Jefferson (m)",7541,"unknown"
"NAD83(2011) / WISCRS Door (m)",7542,"unknown"
"NAD83(2011) / WISCRS Douglas (m)",7543,"unknown"
"NAD83(2011) / WISCRS Dunn (m)",7544,"unknown"
"NAD83(2011) / WISCRS Eau Claire (m)",7545,"unknown"
"NAD83(2011) / WISCRS Florence (m)",7546,"unknown"
"NAD83(2011) / WISCRS Forest (m)",7547,"unknown"
"NAD83(2011) / WISCRS Grant (m)",7548,"unknown"
"NAD83(2011) / WISCRS Green and Lafayette (m)",7549,"unknown"
"NAD83(2011) / WISCRS Green Lake and Marquette (m)",7550,"unknown"
"NAD83(2011) / WISCRS Iowa (m)",7551,"unknown"
"NAD83(2011) / WISCRS Iron (m)",7552,"unknown"
"NAD83(2011) / WISCRS Jackson (m)",7553,"unknown"
"NAD83(2011) / WISCRS Kenosha, Milwaukee, Ozaukee and Racine (m)",7554,"unknown"
"NAD83(2011) / WISCRS Kewaunee, Manitowoc and Sheboygan (m)",7555,"unknown"
"NAD83(2011) / WISCRS La Crosse (m)",7556,"unknown"
"NAD83(2011) / WISCRS Langlade (m)",7557,"unknown"
"NAD83(2011) / WISCRS Lincoln (m)",7558,"unknown"
"NAD83(2011) / WISCRS Marathon (m)",7559,"unknown"
"NAD83(2011) / WISCRS Marinette (m)",7560,"unknown"
"NAD83(2011) / WISCRS Menominee (m)",7561,"unknown"
"NAD83(2011) / WISCRS Monroe (m)",7562,"unknown"
"NAD83(2011) / WISCRS Oconto (m)",7563,"unknown"
"NAD83(2011) / WISCRS Oneida (m)",7564,"unknown"
"NAD83(2011) / WISCRS Pepin and Pierce (m)",7565,"unknown"
"NAD83(2011) / WISCRS Polk (m)",7566,"unknown"
"NAD83(2011) / WISCRS Portage (m)",7567,"unknown"
"NAD83(2011) / WISCRS Price (m)",7568,"unknown"
"NAD83(2011) / WISCRS Richland (m)",7569,"unknown"
"NAD83(2011) / WISCRS Rock (m)",7570,"unknown"
"NAD83(2011) / WISCRS Rusk (m)",7571,"unknown"
"NAD83(2011) / WISCRS Sauk (m)",7572,"unknown"
"NAD83(2011) / WISCRS Sawyer (m)",7573,"unknown"
"NAD83(2011) / WISCRS Shawano (m)",7574,"unknown"
"NAD83(2011) / WISCRS St. Croix (m)",7575,"unknown"
"NAD83(2011) / WISCRS Taylor (m)",7576,"unknown"
"NAD83(2011) / WISCRS Trempealeau (m)",7577,"unknown"
"NAD83(2011) / WISCRS Vernon (m)",7578,"unknown"
"NAD83(2011) / WISCRS Vilas (m)",7579,"unknown"
"NAD83(2011) / WISCRS Walworth (m)",7580,"unknown"
"NAD83(2011) / WISCRS Washburn (m)",7581,"unknown"
"NAD83(2011) / WISCRS Washington (m)",7582,"unknown"
"NAD83(2011) / WISCRS Waukesha (m)",7583,"unknown"
"NAD83(2011) / WISCRS Waupaca (m)",7584,"unknown"
"NAD83(2011) / WISCRS Waushara (m)",7585,"unknown"
"NAD83(2011) / WISCRS Wood (m)",7586,"unknown"
"NAD83(2011) / WISCRS Adams and Juneau (ftUS)",7587,"unknown"
"NAD83(2011) / WISCRS Ashland (ftUS)",7588,"unknown"
"NAD83(2011) / WISCRS Barron (ftUS)",7589,"unknown"
"NAD83(2011) / WISCRS Bayfield (ftUS)",7590,"unknown"
"NAD83(2011) / WISCRS Brown (ftUS)",7591,"unknown"
"NAD83(2011) / WISCRS Buffalo (ftUS)",7592,"unknown"
"NAD83(2011) / WISCRS Burnett (ftUS)",7593,"unknown"
"NAD83(2011) / WISCRS Calumet, Fond du Lac, Outagamie and Winnebago (ftUS)",7594,"unknown"
"NAD83(2011) / WISCRS Chippewa (ftUS)",7595,"unknown"
"NAD83(2011) / WISCRS Clark (ftUS)",7596,"unknown"
"NAD83(2011) / WISCRS Columbia (ftUS)",7597,"unknown"
"NAD83(2011) / WISCRS Crawford (ftUS)",7598,"unknown"
"NAD83(2011) / WISCRS Dane (ftUS)",7599,"unknown"
"NAD83(2011) / WISCRS Dodge and Jefferson (ftUS)",7600,"unknown"
"NAD83(2011) / WISCRS Door (ftUS)",7601,"unknown"
"NAD83(2011) / WISCRS Douglas (ftUS)",7602,"unknown"
"NAD83(2011) / WISCRS Dunn (ftUS)",7603,"unknown"
"NAD83(2011) / WISCRS Eau Claire (ftUS)",7604,"unknown"
"NAD83(2011) / WISCRS Florence (ftUS)",7605,"unknown"
"NAD83(2011) / WISCRS Forest (ftUS)",7606,"unknown"
"NAD83(2011) / WISCRS Grant (ftUS)",7607,"unknown"
"NAD83(2011) / WISCRS Green and Lafayette (ftUS)",7608,"unknown"
"NAD83(2011) / WISCRS Green Lake and Marquette (ftUS)",7609,"unknown"
"NAD83(2011) / WISCRS Iowa (ftUS)",7610,"unknown"
"NAD83(2011) / WISCRS Iron (ftUS)",7611,"unknown"
"NAD83(2011) / WISCRS Jackson (ftUS)",7612,"unknown"
"NAD83(2011) / WISCRS Kenosha, Milwaukee, Ozaukee and Racine (ftUS)",7613,"unknown"
"NAD83(2011) / WISCRS Kewaunee, Manitowoc and Sheboygan (ftUS)",7614,"unknown"
"NAD83(2011) / WISCRS La Crosse (ftUS)",7615,"unknown"
"NAD83(2011) / WISCRS Langlade (ftUS)",7616,"unknown"
"NAD83(2011) / WISCRS Lincoln (ftUS)",7617,"unknown"
"NAD83(2011) / WISCRS Marathon (ftUS)",7618,"unknown"
"NAD83(2011) / WISCRS Marinette (ftUS)",7619,"unknown"
"NAD83(2011) / WISCRS Menominee (ftUS)",7620,"unknown"
"NAD83(2011) / WISCRS Monroe (ftUS)",7621,"unknown"
"NAD83(2011) / WISCRS Oconto (ftUS)",7622,"unknown"
"NAD83(2011) / WISCRS Oneida (ftUS)",7623,"unknown"
"NAD83(2011) / WISCRS Pepin and Pierce (ftUS)",7624,"unknown"
"NAD83(2011) / WISCRS Polk (ftUS)",7625,"unknown"
"NAD83(2011) / WISCRS Portage (ftUS)",7626,"unknown"
"NAD83(2011) / WISCRS Price (ftUS)",7627,"unknown"
"NAD83(2011) / WISCRS Richland (ftUS)",7628,"unknown"
"NAD83(2011) / WISCRS Rock (ftUS)",7629,"unknown"
"NAD83(2011) / WISCRS Rusk (ftUS)",7630,"unknown"
"NAD83(2011) / WISCRS Sauk (ftUS)",7631,"unknown"
"NAD83(2011) / WISCRS Sawyer (ftUS)",7632,"unknown"
"NAD83(2011) / WISCRS Shawano (ftUS)",7633,"unknown"
"NAD83(2011) / WISCRS St. Croix (ftUS)",7634,"unknown"
"NAD83(2011) / WISCRS Taylor (ftUS)",7635,"unknown"
"NAD83(2011) / WISCRS Trempealeau (ftUS)",7636,"unknown"
"NAD83(2011) / WISCRS Vernon (ftUS)",7637,"unknown"
"NAD83(2011) / WISCRS Vilas (ftUS)",7638,"unknown"
"NAD83(2011) / WISCRS Walworth (ftUS)",7639,"unknown"
"NAD83(2011) / WISCRS Washburn (ftUS)",7640,"unknown"
"NAD83(2011) / WISCRS Washington (ftUS)",7641,"unknown"
"NAD83(2011) / WISCRS Waukesha (ftUS)",7642,"unknown"
"NAD83(2011) / WISCRS Waupaca (ftUS)",7643,"unknown"
"NAD83(2011) / WISCRS Waushara (ftUS)",7644,"unknown"
"NAD83(2011) / WISCRS Wood (ftUS)",7645,"unknown"
"Kumul 34 height",7651,"unknown"
"Kiunga height",7652,"unknown"
"WGS 84 (G730)",7656,"unknown"
"WGS 84 (G730)",7657,"unknown"
"WGS 84 (G873)",7658,"unknown"
"WGS 84 (G873)",7659,"unknown"
"WGS 84 (G1150)",7660,"unknown"
"WGS 84 (G1150)",7661,"unknown"
"WGS 84 (G1674)",7662,"unknown"
"WGS 84 (G1674)",7663,"unknown"
"WGS 84 (G1762)",7664,"unknown"
"WGS 84 (G1762)",7665,"unknown"
"PZ-90.02",7677,"unknown"
"PZ-90.02",7678,"unknown"
"PZ-90.11",7679,"unknown"
"PZ-90.11",7680,"unknown"
"GSK-2011",7681,"unknown"
"GSK-2011",7682,"unknown"
"GSK-2011",7683,"unknown"
"Kyrg-06",7684,"unknown"
"Kyrg-06",7685,"unknown"
"Kyrg-06",7686,"unknown"
"Kyrg-06 / zone 1",7692,"unknown"
"Kyrg-06 / zone 2",7693,"unknown"
"Kyrg-06 / zone 3",7694,"unknown"
"Kyrg-06 / zone 4",7695,"unknown"
"Kyrg-06 / zone 5",7696,"unknown"
"DHHN12 height",7699,"unknown"
"Latvia 2000 height",7700,"unknown"
"EPSG moving platform example",7706,"unknown"
"ODN (Offshore) height",7707,"unknown"
"WGS 84 / India NSF LCC",7755,"unknown"
"WGS 84 / Andhra Pradesh",7756,"unknown"
"WGS 84 / Arunachal Pradesh",7757,"unknown"
"WGS 84 / Assam",7758,"unknown"
"WGS 84 / Bihar",7759,"unknown"
"WGS 84 / Delhi",7760,"unknown"
"WGS 84 / Gujarat",7761,"unknown"
"WGS 84 / Haryana",7762,"unknown"
"WGS 84 / Himachal Pradesh",7763,"unknown"
"WGS 84 / Jammu and Kashmir",7764,"unknown"
"WGS 84 / Jharkhand",7765,"unknown"
"WGS 84 / Madhya Pradesh",7766,"unknown"
"WGS 84 / Maharashtra",7767,"unknown"
"WGS 84 / Manipur",7768,"unknown"
"WGS 84 / Meghalaya",7769,"unknown"
"WGS 84 / Nagaland",7770,"unknown"
"WGS 84 / India Northeast",7771,"unknown"
"WGS 84 / Orissa",7772,"unknown"
"WGS 84 / Punjab",7773,"unknown"
"WGS 84 / Rajasthan",7774,"unknown"
"WGS 84 / Uttar Pradesh",7775,"unknown"
"WGS 84 / Uttaranchal",7776,"unknown"
"WGS 84 / Andaman and Nicobar",7777,"unknown"
"WGS 84 / Chhattisgarh",7778,"unknown"
"WGS 84 / Goa",7779,"unknown"
"WGS 84 / Karnataka",7780,"unknown"
"WGS 84 / Kerala",7781,"unknown"
"WGS 84 / Lakshadweep",7782,"unknown"
"WGS 84 / Mizoram",7783,"unknown"
"WGS 84 / Sikkim",7784,"unknown"
"WGS 84 / Tamil Nadu",7785,"unknown"
"WGS 84 / Tripura",7786,"unknown"
"WGS 84 / West Bengal",7787,"unknown"
"ITRF2014",7789,"unknown"
"RDN2008 / UTM zone 32N",7791,"unknown"
"RDN2008 / UTM zone 33N",7792,"unknown"
"RDN2008 / UTM zone 34N",7793,"unknown"
"RDN2008 / Italy zone (E-N)",7794,"unknown"
"RDN2008 / Zone 12 (E-N)",7795,"unknown"
"BGS2005",7796,"unknown"
"BGS2005",7797,"unknown"
"BGS2005",7798,"unknown"
"BGS2005 / UTM zone 34N (N-E)",7799,"unknown"
"BGS2005 / UTM zone 35N (N-E)",7800,"unknown"
"BGS2005 / CCS2005",7801,"unknown"
"BGS2005 / UTM zone 34N",7803,"unknown"
"BGS2005 / UTM zone 36N",7805,"unknown"
"WGS 84 (Transit)",7815,"unknown"
"WGS 84 (Transit)",7816,"unknown"
"Pulkovo 1942 / CS63 zone X1",7825,"unknown"
"Pulkovo 1942 / CS63 zone X2",7826,"unknown"
"Pulkovo 1942 / CS63 zone X3",7827,"unknown"
"Pulkovo 1942 / CS63 zone X4",7828,"unknown"
"Pulkovo 1942 / CS63 zone X5",7829,"unknown"
"Pulkovo 1942 / CS63 zone X6",7830,"unknown"
"Pulkovo 1942 / CS63 zone X7",7831,"unknown"
"POM96 height",7832,"unknown"
"DHHN2016 height",7837,"unknown"
"NZVD2016 height",7839,"unknown"
"POM08 height",7841,"unknown"
"GDA2020",7842,"unknown"
"GDA2020",7843,"unknown"
"GDA2020",7844,"unknown"
"GDA2020 / GA LCC",7845,"unknown"
"GDA2020 / MGA zone 46",7846,"unknown"
"GDA2020 / MGA zone 47",7847,"unknown"
"GDA2020 / MGA zone 48",7848,"unknown"
"GDA2020 / MGA zone 49",7849,"unknown"
"GDA2020 / MGA zone 50",7850,"unknown"
"GDA2020 / MGA zone 51",7851,"unknown"
"GDA2020 / MGA zone 52",7852,"unknown"
"GDA2020 / MGA zone 53",7853,"unknown"
"GDA2020 / MGA zone 54",7854,"unknown"
"GDA2020 / MGA zone 55",7855,"unknown"
"GDA2020 / MGA zone 56",7856,"unknown"
"GDA2020 / MGA zone 57",7857,"unknown"
"GDA2020 / MGA zone 58",7858,"unknown"
"GDA2020 / MGA zone 59",7859,"unknown"
"Astro DOS 71 / SHLG71",7877,"unknown"
"Astro DOS 71 / UTM zone 30S",7878,"unknown"
"St. Helena Tritan",7879,"unknown"
"St. Helena Tritan",7880,"unknown"
"St. Helena Tritan",7881,"unknown"
"St. Helena Tritan / SHLG(Tritan)",7882,"unknown"
"St. Helena Tritan / UTM zone 30S",7883,"unknown"
"SHGD2015",7884,"unknown"
"SHGD2015",7885,"unknown"
"SHGD2015",7886,"unknown"
"SHMG2015",7887,"unknown"
"Jamestown 1971 height",7888,"unknown"
"St. Helena Tritan 2011 height",7889,"unknown"
"SHVD2015 height",7890,"unknown"
"GDA2020 / Vicgrid",7899,"unknown"
"ITRF88",7900,"unknown"
"ITRF89",7901,"unknown"
"ITRF90",7902,"unknown"
"ITRF91",7903,"unknown"
"ITRF92",7904,"unknown"
"ITRF93",7905,"unknown"
"ITRF94",7906,"unknown"
"ITRF96",7907,"unknown"
"ITRF97",7908,"unknown"
"ITRF2000",7909,"unknown"
"ITRF2005",7910,"unknown"
"ITRF2008",7911,"unknown"
"ITRF2014",7912,"unknown"
"ETRF89",7914,"unknown"
"ETRF89",7915,"unknown"
"ETRF90",7916,"unknown"
"ETRF90",7917,"unknown"
"ETRF91",7918,"unknown"
"ETRF91",7919,"unknown"
"ETRF92",7920,"unknown"
"ETRF92",7921,"unknown"
"ETRF93",7922,"unknown"
"ETRF93",7923,"unknown"
"ETRF94",7924,"unknown"
"ETRF94",7925,"unknown"
"ETRF96",7926,"unknown"
"ETRF96",7927,"unknown"
"ETRF97",7928,"unknown"
"ETRF97",7929,"unknown"
"ETRF2000",7930,"unknown"
"ETRF2000",7931,"unknown"
"Astro DOS 71 / UTM zone 30S + Jamestown 1971 height",7954,"unknown"
"St. Helena Tritan / UTM zone 30S + Tritan 2011 height",7955,"unknown"
"SHMG2015 + SHVD2015 height",7956,"unknown"
"Poolbeg height (m)",7962,"unknown"
"NGVD29 height (m)",7968,"unknown"
"HKPD depth",7976,"unknown"
"KOC WD height",7979,"unknown"
"NAD27 / MTM zone 10",7991,"unknown"
"Malongo 1987 / UTM zone 33S",7992,"unknown"
"GDA2020 / ALB2020",8013,"unknown"
"GDA2020 / BIO2020",8014,"unknown"
"GDA2020 / BRO2020",8015,"unknown"
"GDA2020 / BCG2020",8016,"unknown"
"GDA2020 / CARN2020",8017,"unknown"
"GDA2020 / CIG2020",8018,"unknown"
"GDA2020 / CKIG2020",8019,"unknown"
"GDA2020 / COL2020",8020,"unknown"
"GDA2020 / ESP2020",8021,"unknown"
"GDA2020 / EXM2020",8022,"unknown"
"GDA2020 / GCG2020",8023,"unknown"
"GDA2020 / GOLD2020",8024,"unknown"
"GDA2020 / JCG2020",8025,"unknown"
"GDA2020 / KALB2020",8026,"unknown"
"GDA2020 / KAR2020",8027,"unknown"
"GDA2020 / KUN2020",8028,"unknown"
"GDA2020 / LCG2020",8029,"unknown"
"GDA2020 / MRCG2020",8030,"unknown"
"GDA2020 / PCG2020",8031,"unknown"
"GDA2020 / PHG2020",8032,"unknown"
"WGS 84 / TM Zone 20N (ftUS)",8035,"unknown"
"WGS 84 / TM Zone 21N (ftUS)",8036,"unknown"
"Gusterberg (Ferro)",8042,"unknown"
"St. Stephen (Ferro)",8043,"unknown"
"Gusterberg Grid (Ferro)",8044,"unknown"
"St. Stephen Grid (Ferro)",8045,"unknown"
"MSL height (ft)",8050,"unknown"
"MSL depth (ft)",8051,"unknown"
"MSL height (ftUS)",8052,"unknown"
"MSL depth (ftUS)",8053,"unknown"
"GDA2020 / NSW Lambert",8058,"unknown"
"GDA2020 / SA Lambert",8059,"unknown"
"NAD83(2011) / PCCS zone 1 (ft)",8065,"unknown"
"NAD83(2011) / PCCS zone 2 (ft)",8066,"unknown"
"NAD83(2011) / PCCS zone 3 (ft)",8067,"unknown"
"NAD83(2011) / PCCS zone 4 (ft)",8068,"unknown"
"NAD83(CSRS)v6 / MTM NS 2010 zone 4",8082,"unknown"
"NAD83(CSRS)v6 / MTM NS 2010 zone 5",8083,"unknown"
"ISN2016",8084,"unknown"
"ISN2016",8085,"unknown"
"ISN2016",8086,"unknown"
"ISN2016 / Lambert 2016",8088,"unknown"
"ISH2004 height",8089,"unknown"
"NAD83(HARN) / WISCRS Florence (m)",8090,"unknown"
"NAD83(HARN) / WISCRS Florence (ftUS)",8091,"unknown"
"NAD83(HARN) / WISCRS Eau Claire (m)",8092,"unknown"
"NAD83(HARN) / WISCRS Eau Claire (ftUS)",8093,"unknown"
"NAD83(HARN) / WISCRS Wood (m)",8095,"unknown"
"NAD83(HARN) / WISCRS Wood (ftUS)",8096,"unknown"
"NAD83(HARN) / WISCRS Waushara (m)",8097,"unknown"
"NAD83(HARN) / WISCRS Waushara (ftUS)",8098,"unknown"
"NAD83(HARN) / WISCRS Waupaca (m)",8099,"unknown"
"NAD83(HARN) / WISCRS Waupaca (ftUS)",8100,"unknown"
"NAD83(HARN) / WISCRS Waukesha (m)",8101,"unknown"
"NAD83(HARN) / WISCRS Waukesha (ftUS)",8102,"unknown"
"NAD83(HARN) / WISCRS Washington (m)",8103,"unknown"
"NAD83(HARN) / WISCRS Washington (ftUS)",8104,"unknown"
"NAD83(HARN) / WISCRS Washburn (m)",8105,"unknown"
"NAD83(HARN) / WISCRS Washburn (ftUS)",8106,"unknown"
"NAD83(HARN) / WISCRS Walworth (m)",8107,"unknown"
"NAD83(HARN) / WISCRS Walworth (ftUS)",8108,"unknown"
"NAD83(HARN) / WISCRS Vilas (m)",8109,"unknown"
"NAD83(HARN) / WISCRS Vilas (ftUS)",8110,"unknown"
"NAD83(HARN) / WISCRS Vernon (m)",8111,"unknown"
"NAD83(HARN) / WISCRS Vernon (ftUS)",8112,"unknown"
"NAD83(HARN) / WISCRS Trempealeau (m)",8113,"unknown"
"NAD83(HARN) / WISCRS Trempealeau (ftUS)",8114,"unknown"
"NAD83(HARN) / WISCRS Taylor (m)",8115,"unknown"
"NAD83(HARN) / WISCRS Taylor (ftUS)",8116,"unknown"
"NAD83(HARN) / WISCRS St. Croix (m)",8117,"unknown"
"NAD83(HARN) / WISCRS St. Croix (ftUS)",8118,"unknown"
"NAD83(HARN) / WISCRS Shawano (m)",8119,"unknown"
"NAD83(HARN) / WISCRS Shawano (ftUS)",8120,"unknown"
"NAD83(HARN) / WISCRS Sawyer (m)",8121,"unknown"
"NAD83(HARN) / WISCRS Sawyer (ftUS)",8122,"unknown"
"NAD83(HARN) / WISCRS Sauk (m)",8123,"unknown"
"NAD83(HARN) / WISCRS Sauk (ftUS)",8124,"unknown"
"NAD83(HARN) / WISCRS Rusk (m)",8125,"unknown"
"NAD83(HARN) / WISCRS Rusk (ftUS)",8126,"unknown"
"NAD83(HARN) / WISCRS Rock (m)",8127,"unknown"
"NAD83(HARN) / WISCRS Rock (ftUS)",8128,"unknown"
"NAD83(HARN) / WISCRS Richland (m)",8129,"unknown"
"NAD83(HARN) / WISCRS Richland (ftUS)",8130,"unknown"
"NAD83(HARN) / WISCRS Price (m)",8131,"unknown"
"NAD83(HARN) / WISCRS Price (ftUS)",8132,"unknown"
"NAD83(HARN) / WISCRS Portage (m)",8133,"unknown"
"NAD83(HARN) / WISCRS Portage (ftUS)",8134,"unknown"
"NAD83(HARN) / WISCRS Polk (m)",8135,"unknown"
"NAD83(HARN) / WISCRS Polk (ftUS)",8136,"unknown"
"NAD83(HARN) / WISCRS Pepin and Pierce (m)",8137,"unknown"
"NAD83(HARN) / WISCRS Pepin and Pierce (ftUS)",8138,"unknown"
"NAD83(HARN) / WISCRS Oneida (m)",8139,"unknown"
"NAD83(HARN) / WISCRS Oneida (ftUS)",8140,"unknown"
"NAD83(HARN) / WISCRS Oconto (m)",8141,"unknown"
"NAD83(HARN) / WISCRS Oconto (ftUS)",8142,"unknown"
"NAD83(HARN) / WISCRS Monroe (m)",8143,"unknown"
"NAD83(HARN) / WISCRS Monroe (ftUS)",8144,"unknown"
"NAD83(HARN) / WISCRS Menominee (m)",8145,"unknown"
"NAD83(HARN) / WISCRS Menominee (ftUS)",8146,"unknown"
"NAD83(HARN) / WISCRS Marinette (m)",8147,"unknown"
"NAD83(HARN) / WISCRS Marinette (ftUS)",8148,"unknown"
"NAD83(HARN) / WISCRS Marathon (m)",8149,"unknown"
"NAD83(HARN) / WISCRS Marathon (ftUS)",8150,"unknown"
"NAD83(HARN) / WISCRS Lincoln (m)",8151,"unknown"
"NAD83(HARN) / WISCRS Lincoln (ftUS)",8152,"unknown"
"NAD83(HARN) / WISCRS Langlade (m)",8153,"unknown"
"NAD83(HARN) / WISCRS Langlade (ftUS)",8154,"unknown"
"NAD83(HARN) / WISCRS La Crosse (m)",8155,"unknown"
"NAD83(HARN) / WISCRS La Crosse (ftUS)",8156,"unknown"
"NAD83(HARN) / WISCRS Kewaunee, Manitowoc and Sheboygan (m)",8157,"unknown"
"NAD83(HARN) / WISCRS Kewaunee, Manitowoc and Sheboygan (ftUS)",8158,"unknown"
"NAD83(HARN) / WISCRS Kenosha, Milwaukee, Ozaukee and Racine (m)",8159,"unknown"
"NAD83(HARN) / WISCRS Kenosha, Milwaukee, Ozaukee and Racine (ftUS)",8160,"unknown"
"NAD83(HARN) / WISCRS Jackson (m)",8161,"unknown"
"NAD83(HARN) / WISCRS Jackson (ftUS)",8162,"unknown"
"NAD83(HARN) / WISCRS Iron (m)",8163,"unknown"
"NAD83(HARN) / WISCRS Iron (ftUS)",8164,"unknown"
"NAD83(HARN) / WISCRS Iowa (m)",8165,"unknown"
"NAD83(HARN) / WISCRS Iowa (ftUS)",8166,"unknown"
"NAD83(HARN) / WISCRS Green Lake and Marquette (m)",8167,"unknown"
"NAD83(HARN) / WISCRS Green Lake and Marquette (ftUS)",8168,"unknown"
"NAD83(HARN) / WISCRS Green and Lafayette (m)",8169,"unknown"
"NAD83(HARN) / WISCRS Green and Lafayette (ftUS)",8170,"unknown"
"NAD83(HARN) / WISCRS Grant (m)",8171,"unknown"
"NAD83(HARN) / WISCRS Grant (ftUS)",8172,"unknown"
"NAD83(HARN) / WISCRS Forest (m)",8173,"unknown"
"NAD83(HARN) / WISCRS Forest (ftUS)",8177,"unknown"
"NAD83(HARN) / WISCRS Dunn (m)",8179,"unknown"
"NAD83(HARN) / WISCRS Dunn (ftUS)",8180,"unknown"
"NAD83(HARN) / WISCRS Douglas (m)",8181,"unknown"
"NAD83(HARN) / WISCRS Douglas (ftUS)",8182,"unknown"
"NAD83(HARN) / WISCRS Door (m)",8184,"unknown"
"NAD83(HARN) / WISCRS Door (ftUS)",8185,"unknown"
"NAD83(HARN) / WISCRS Dodge and Jefferson (m)",8187,"unknown"
"NAD83(HARN) / WISCRS Dodge and Jefferson (ftUS)",8189,"unknown"
"NAD83(HARN) / WISCRS Dane (m)",8191,"unknown"
"NAD83(HARN) / WISCRS Dane (ftUS)",8193,"unknown"
"NAD83(HARN) / WISCRS Crawford (m)",8196,"unknown"
"NAD83(HARN) / WISCRS Crawford (ftUS)",8197,"unknown"
"NAD83(HARN) / WISCRS Columbia (m)",8198,"unknown"
"NAD83(HARN) / WISCRS Columbia (ftUS)",8200,"unknown"
"NAD83(HARN) / WISCRS Clark (m)",8201,"unknown"
"NAD83(HARN) / WISCRS Clark (ftUS)",8202,"unknown"
"NAD83(HARN) / WISCRS Chippewa (m)",8203,"unknown"
"NAD83(HARN) / WISCRS Chippewa (ftUS)",8204,"unknown"
"NAD83(HARN) / WISCRS Calumet, Fond du Lac, Outagamie and Winnebago (m)",8205,"unknown"
"NAD83(HARN) / WISCRS Calumet, Fond du Lac, Outagamie and Winnebago (ftUS)",8206,"unknown"
"NAD83(HARN) / WISCRS Burnett (m)",8207,"unknown"
"NAD83(HARN) / WISCRS Burnett (ftUS)",8208,"unknown"
"NAD83(HARN) / WISCRS Buffalo (m)",8209,"unknown"
"NAD83(HARN) / WISCRS Buffalo (ftUS)",8210,"unknown"
"NAD83(HARN) / WISCRS Brown (m)",8212,"unknown"
"NAD83(HARN) / WISCRS Brown (ftUS)",8213,"unknown"
"NAD83(HARN) / WISCRS Bayfield (m)",8214,"unknown"
"NAD83(HARN) / WISCRS Bayfield (ftUS)",8216,"unknown"
"NAD83(HARN) / WISCRS Barron (m)",8218,"unknown"
"NAD83(HARN) / WISCRS Barron (ftUS)",8220,"unknown"
"NAD83(HARN) / WISCRS Ashland (m)",8222,"unknown"
"NAD83(HARN) / WISCRS Ashland (ftUS)",8224,"unknown"
"NAD83(HARN) / WISCRS Adams and Juneau (m)",8225,"unknown"
"NAD83(HARN) / WISCRS Adams and Juneau (ftUS)",8226,"unknown"
"IGS14",8227,"unknown"
"NAVD88 height (ft)",8228,"unknown"
"NAD83(CSRS96)",8230,"unknown"
"NAD83(CSRS96)",8231,"unknown"
"NAD83(CSRS96)",8232,"unknown"
"NAD83(CSRS)v2",8233,"unknown"
"NAD83(CSRS)v2",8235,"unknown"
"NAD83(CSRS)v2",8237,"unknown"
"NAD83(CSRS)v3",8238,"unknown"
"NAD83(CSRS)v3",8239,"unknown"
"NAD83(CSRS)v3",8240,"unknown"
"NAD83(CSRS)v4",8242,"unknown"
"NAD83(CSRS)v4",8244,"unknown"
"NAD83(CSRS)v4",8246,"unknown"
"NAD83(CSRS)v5",8247,"unknown"
"NAD83(CSRS)v5",8248,"unknown"
"NAD83(CSRS)v5",8249,"unknown"
"NAD83(CSRS)v6",8250,"unknown"
"NAD83(CSRS)v6",8251,"unknown"
"NAD83(CSRS)v6",8252,"unknown"
"NAD83(CSRS)v7",8253,"unknown"
"NAD83(CSRS)v7",8254,"unknown"
"NAD83(CSRS)v7",8255,"unknown"
"GVR2000 height",8266,"unknown"
"GVR2016 height",8267,"unknown"
"NAD83(2011) / Oregon Burns-Harper zone (m)",8311,"unknown"
"NAD83(2011) / Oregon Burns-Harper zone (ft)",8312,"unknown"
"NAD83(2011) / Oregon Canyon City-Burns zone (m)",8313,"unknown"
"NAD83(2011) / Oregon Canyon City-Burns zone (ft)",8314,"unknown"
"NAD83(2011) / Oregon Coast Range North zone (m)",8315,"unknown"
"NAD83(2011) / Oregon Coast Range North zone (ft)",8316,"unknown"
"NAD83(2011) / Oregon Dayville-Prairie City zone (m)",8317,"unknown"
"NAD83(2011) / Oregon Dayville-Prairie City zone (ft)",8318,"unknown"
"NAD83(2011) / Oregon Denio-Burns zone (m)",8319,"unknown"
"NAD83(2011) / Oregon Denio-Burns zone (ft)",8320,"unknown"
"NAD83(2011) / Oregon Halfway zone (m)",8321,"unknown"
"NAD83(2011) / Oregon Halfway zone (ft)",8322,"unknown"
"NAD83(2011) / Oregon Medford-Diamond Lake zone (m)",8323,"unknown"
"NAD83(2011) / Oregon Medford-Diamond Lake zone (ft)",8324,"unknown"
"NAD83(2011) / Oregon Mitchell zone (m)",8325,"unknown"
"NAD83(2011) / Oregon Mitchell zone (ft)",8326,"unknown"
"NAD83(2011) / Oregon North Central zone (m)",8327,"unknown"
"NAD83(2011) / Oregon North Central zone (ft)",8328,"unknown"
"NAD83(2011) / Oregon Ochoco Summit zone (m)",8329,"unknown"
"NAD83(2011) / Oregon Ochoco Summit zone (ft)",8330,"unknown"
